Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-eafac71d,2023-10-25,2023-10-31,CUST-3769,Kathryn Richmond,Home Office,Los Angeles,New York,South,PROD-68951,Furniture,Bookcases,Bookcases - Character,69.9,6,0.1,13.25
ORD-84aa647a,2024-06-08,2024-06-12,CUST-8542,Stephen Smith,Corporate,San Diego,Michigan,South,PROD-19984,Office Supplies,Paper,Paper - Child,514.79,3,0.1,110.82
ORD-1c385d20,2023-12-14,2023-12-21,CUST-9906,Mary Jones,Consumer,Chicago,Pennsylvania,South,PROD-10222,Office Supplies,Art,Art - Know,157.44,8,0.0,35.29
ORD-453072ac,2024-08-07,2024-08-10,CUST-3458,Dustin Powell,Home Office,New York,California,East,PROD-35430,Furniture,Chairs,Chairs - Ahead,208.01,2,0.1,11.01
ORD-5de8e8a7,2024-07-27,2024-07-29,CUST-5201,April Williamson,Corporate,Houston,Ohio,East,PROD-94107,Technology,Copiers,Copiers - Final,780.5,4,0.1,181.43
ORD-c3e0fcde,2024-06-12,2024-06-14,CUST-8889,Jimmy Hall,Home Office,Phoenix,Illinois,East,PROD-25139,Technology,Machines,Machines - Ability,605.02,6,0.0,47.83
ORD-f5cfedc0,2025-02-24,2025-02-28,CUST-8072,Douglas Gill,Consumer,Chicago,Ohio,East,PROD-93171,Office Supplies,Paper,Paper - Measure,828.66,6,0.3,48.5
ORD-5af36738,2024-08-23,2024-08-30,CUST-7166,Mia Martin,Corporate,San Diego,California,East,PROD-22751,Furniture,Furnishings,Furnishings - Smile,939.19,10,0.1,228.29
ORD-80347b14,2023-07-21,2023-07-28,CUST-3504,Brandon Miller,Corporate,San Antonio,New York,West,PROD-22414,Technology,Accessories,Accessories - Building,708.77,9,0.3,30.06
ORD-f1285142,2025-02-17,2025-02-22,CUST-9054,Jessica Powell,Consumer,Los Angeles,Florida,Central,PROD-13392,Technology,Copiers,Copiers - Whether,321.47,9,0.1,32.59
ORD-3dee0078,2025-03-03,2025-03-07,CUST-5778,Kara James,Corporate,Philadelphia,Illinois,Central,PROD-69001,Furniture,Bookcases,Bookcases - Of,377.32,6,0.3,69.04
ORD-a4f837c2,2024-06-04,2024-06-09,CUST-4694,Andrew Perry,Consumer,Houston,New York,West,PROD-41286,Furniture,Bookcases,Bookcases - Admit,102.21,1,0.1,24.34
ORD-bf6ac06d,2023-07-08,2023-07-11,CUST-8366,Andrew Haynes,Home Office,Chicago,Florida,East,PROD-34326,Office Supplies,Art,Art - Particular,900.0,10,0.3,37.67
ORD-39b0e6a6,2024-12-10,2024-12-11,CUST-8325,Daniel Griffin,Consumer,San Antonio,Ohio,Central,PROD-61159,Office Supplies,Labels,Labels - Look,709.24,7,0.0,62.65
ORD-f03fb08b,2024-07-21,2024-07-26,CUST-5053,Ryan Garcia,Consumer,Los Angeles,New York,South,PROD-25286,Technology,Copiers,Copiers - Prevent,898.51,5,0.3,139.62
ORD-220bdf4e,2024-11-24,2024-11-29,CUST-1651,Michael Shelton,Corporate,San Antonio,Michigan,East,PROD-10898,Office Supplies,Binders,Binders - Return,446.54,2,0.3,74.68
ORD-c98ab783,2024-01-15,2024-01-19,CUST-1009,Pam Collins,Home Office,Philadelphia,Michigan,East,PROD-87177,Furniture,Tables,Tables - Of,705.73,10,0.1,62.67
ORD-23373bb4,2024-09-10,2024-09-13,CUST-1320,Jose Dawson,Corporate,Los Angeles,Illinois,Central,PROD-11902,Furniture,Furnishings,Furnishings - Decide,167.21,2,0.1,30.64
ORD-eba443f3,2024-07-10,2024-07-11,CUST-6029,Kristin Castro,Consumer,Philadelphia,Florida,Central,PROD-27323,Office Supplies,Binders,Binders - Simple,419.59,1,0.3,17.8
ORD-9a849221,2025-03-27,2025-04-03,CUST-7234,Mr. Victor Clark,Consumer,Philadelphia,Illinois,East,PROD-89219,Furniture,Furnishings,Furnishings - Drive,435.48,10,0.1,116.93
ORD-fdaca29d,2024-12-27,2024-12-29,CUST-5912,Jeremy Johnson,Consumer,Philadelphia,Ohio,Central,PROD-85245,Office Supplies,Binders,Binders - Body,257.85,6,0.1,50.17
ORD-2766340e,2024-02-07,2024-02-13,CUST-7937,Seth Martinez,Corporate,Chicago,California,Central,PROD-88104,Office Supplies,Paper,Paper - Ground,707.88,4,0.1,39.01
ORD-7b66a8f0,2023-12-14,2023-12-15,CUST-6020,Amanda Russo,Consumer,Philadelphia,Ohio,East,PROD-23486,Office Supplies,Binders,Binders - Fast,82.89,5,0.0,10.72
ORD-eaad602d,2024-12-16,2024-12-20,CUST-6794,Danielle Strong,Consumer,Houston,Illinois,South,PROD-92442,Furniture,Chairs,Chairs - Any,960.13,3,0.3,166.63
ORD-ddb5306a,2024-08-20,2024-08-27,CUST-7240,Amy Poole,Home Office,Phoenix,Pennsylvania,South,PROD-43287,Technology,Machines,Machines - Office,346.56,6,0.2,78.81
ORD-c94327dc,2024-09-17,2024-09-21,CUST-6688,Morgan Reed,Consumer,Los Angeles,Ohio,Central,PROD-78453,Furniture,Bookcases,Bookcases - Include,496.81,3,0.2,118.17
ORD-94c34205,2023-09-19,2023-09-24,CUST-2244,Samantha Thompson,Home Office,Chicago,Michigan,East,PROD-20398,Technology,Accessories,Accessories - End,453.95,7,0.2,107.81
ORD-82e46b5e,2023-05-22,2023-05-26,CUST-6119,Valerie Hayes,Corporate,Chicago,Florida,East,PROD-33635,Office Supplies,Storage,Storage - Grow,442.7,6,0.3,76.55
ORD-7babd204,2024-03-26,2024-03-29,CUST-6565,Elizabeth Hernandez,Home Office,Los Angeles,California,South,PROD-92309,Furniture,Chairs,Chairs - Father,422.79,5,0.2,100.54
ORD-1684c390,2024-11-19,2024-11-25,CUST-7702,Joseph Pena,Corporate,Phoenix,Pennsylvania,East,PROD-24362,Office Supplies,Storage,Storage - Return,805.47,9,0.1,109.29
ORD-fd84c6b5,2023-11-14,2023-11-18,CUST-9222,Bryan White,Home Office,Chicago,Florida,West,PROD-57806,Furniture,Bookcases,Bookcases - Cut,587.88,9,0.3,37.97
ORD-0ebfaaa4,2024-02-10,2024-02-14,CUST-9401,Evelyn Smith,Corporate,Houston,California,Central,PROD-45947,Technology,Computers,Computers - Age,414.11,4,0.1,64.27
ORD-adaec944,2024-06-04,2024-06-09,CUST-1736,Danielle Silva,Home Office,Phoenix,New York,South,PROD-64984,Technology,Phones,Phones - Major,857.37,2,0.1,230.46
ORD-e3e2fb42,2023-10-19,2023-10-24,CUST-3845,Julie Mueller,Home Office,San Diego,Pennsylvania,South,PROD-65277,Technology,Phones,Phones - Try,895.86,1,0.2,159.83
ORD-d821167d,2024-06-22,2024-06-27,CUST-8931,Erin Hernandez,Corporate,New York,Texas,West,PROD-44006,Furniture,Chairs,Chairs - Loss,403.98,7,0.3,78.59
ORD-a45960aa,2023-11-28,2023-12-05,CUST-2911,Kimberly Fischer,Consumer,San Diego,Texas,South,PROD-34665,Furniture,Bookcases,Bookcases - Boy,371.52,3,0.2,45.44
ORD-479c34ee,2024-08-09,2024-08-14,CUST-8668,Melanie Jimenez,Consumer,San Diego,California,South,PROD-58431,Technology,Computers,Computers - Kind,405.32,10,0.1,102.39
ORD-8b50ae27,2023-06-09,2023-06-10,CUST-8909,Kristin Griffin DDS,Home Office,New York,Florida,West,PROD-87095,Furniture,Chairs,Chairs - Pay,347.1,2,0.3,21.02
ORD-cd189e5c,2024-04-18,2024-04-19,CUST-3853,Jessica Walsh,Home Office,Philadelphia,Ohio,East,PROD-31901,Technology,Copiers,Copiers - Piece,778.08,8,0.0,43.99
ORD-0cc23631,2025-02-19,2025-02-24,CUST-7913,Hailey Mcbride,Home Office,San Antonio,Ohio,South,PROD-77191,Furniture,Furnishings,Furnishings - Or,277.19,5,0.2,58.9
ORD-cbae6ba6,2024-05-07,2024-05-08,CUST-7081,Roberta Davis,Home Office,Houston,Texas,South,PROD-20187,Office Supplies,Art,Art - Future,691.54,3,0.0,67.79
ORD-f38f2cd5,2024-03-03,2024-03-04,CUST-6255,James Anderson,Corporate,Chicago,Illinois,West,PROD-71612,Furniture,Bookcases,Bookcases - Which,218.18,2,0.1,19.51
ORD-8d509fe4,2024-10-06,2024-10-12,CUST-7290,Larry Jones,Corporate,Chicago,Ohio,West,PROD-60279,Furniture,Tables,Tables - Bad,913.97,1,0.1,74.21
ORD-edca36c5,2024-04-09,2024-04-14,CUST-8546,Zachary James,Consumer,San Diego,California,East,PROD-38533,Technology,Machines,Machines - Particularly,638.49,1,0.3,84.46
ORD-141995e0,2024-03-11,2024-03-14,CUST-7539,Cassandra Harrell,Consumer,Phoenix,New York,Central,PROD-19038,Technology,Computers,Computers - Goal,357.74,1,0.1,68.92
ORD-dbb09ba4,2023-05-04,2023-05-11,CUST-9935,Daniel Richardson,Consumer,Philadelphia,Michigan,South,PROD-71670,Technology,Accessories,Accessories - Bar,701.6,2,0.1,98.59
ORD-08af9a32,2023-04-24,2023-04-26,CUST-4841,John Clark,Consumer,Chicago,Florida,East,PROD-39952,Furniture,Bookcases,Bookcases - Past,33.83,2,0.2,1.72
ORD-d11d9006,2024-12-02,2024-12-09,CUST-9264,Alyssa Miles,Home Office,Philadelphia,Florida,West,PROD-51148,Furniture,Chairs,Chairs - Morning,343.33,6,0.0,80.88
ORD-7fcce204,2024-05-16,2024-05-23,CUST-2414,Larry Thompson,Corporate,San Diego,Pennsylvania,Central,PROD-85305,Office Supplies,Paper,Paper - Difficult,955.8,2,0.1,173.12
ORD-353267b7,2025-03-17,2025-03-18,CUST-9055,James Taylor,Home Office,Phoenix,Pennsylvania,Central,PROD-21658,Technology,Accessories,Accessories - Require,242.74,4,0.1,44.08
ORD-b5bb5969,2023-07-21,2023-07-27,CUST-2609,Trevor Le,Home Office,New York,Texas,East,PROD-89075,Furniture,Tables,Tables - Finally,292.71,9,0.3,30.36
ORD-d3693bdf,2023-09-02,2023-09-08,CUST-5716,Jennifer Wise,Consumer,San Diego,Michigan,South,PROD-66872,Office Supplies,Art,Art - Rather,746.64,2,0.3,101.32
ORD-9609adfd,2023-07-19,2023-07-26,CUST-6113,Robert Nelson,Consumer,Phoenix,Texas,Central,PROD-33248,Technology,Phones,Phones - Skill,132.38,1,0.0,18.57
ORD-b4690c7a,2023-08-25,2023-09-01,CUST-3574,Ronald Nolan,Home Office,New York,Michigan,Central,PROD-39350,Office Supplies,Binders,Binders - Cover,144.72,4,0.0,20.83
ORD-167df0dc,2024-09-23,2024-09-30,CUST-7265,Richard Thompson,Corporate,New York,Ohio,East,PROD-66110,Office Supplies,Paper,Paper - Example,624.4,7,0.2,133.81
ORD-b50b018f,2025-02-20,2025-02-27,CUST-8764,Betty Rodriguez,Home Office,Chicago,Florida,East,PROD-47862,Office Supplies,Binders,Binders - Effect,674.75,7,0.0,36.62
ORD-6a4438c6,2024-11-06,2024-11-09,CUST-1913,Andrew Coleman,Consumer,Phoenix,Texas,East,PROD-28588,Office Supplies,Labels,Labels - State,490.22,10,0.1,80.36
ORD-8137d462,2024-10-15,2024-10-22,CUST-8929,Wendy Morgan,Home Office,San Diego,Illinois,West,PROD-34338,Office Supplies,Storage,Storage - Produce,860.28,4,0.2,95.86
ORD-0dda7f4d,2025-03-11,2025-03-18,CUST-9804,Nicholas Hughes,Corporate,Houston,Texas,Central,PROD-23653,Technology,Phones,Phones - Bag,40.25,3,0.1,3.04
ORD-5cac48cf,2024-10-20,2024-10-22,CUST-9081,Michael Arnold,Corporate,San Diego,Pennsylvania,West,PROD-28214,Furniture,Chairs,Chairs - Matter,465.1,6,0.2,81.54
ORD-2c2db523,2023-08-10,2023-08-17,CUST-2663,Nicole Kelly,Home Office,Chicago,New York,East,PROD-18339,Office Supplies,Storage,Storage - Threat,251.63,9,0.0,58.76
ORD-96c67be9,2024-11-28,2024-12-01,CUST-6361,Anthony Steele,Consumer,Philadelphia,Michigan,West,PROD-92988,Furniture,Furnishings,Furnishings - Consider,680.0,1,0.3,120.36
ORD-ff24f04a,2023-11-27,2023-11-29,CUST-7940,Thomas Adams,Home Office,Chicago,California,Central,PROD-81109,Technology,Phones,Phones - Mrs,380.17,6,0.1,39.63
ORD-547f6d2c,2024-11-20,2024-11-27,CUST-2935,Shawn Valdez,Corporate,San Antonio,Florida,Central,PROD-92977,Office Supplies,Art,Art - Have,427.37,5,0.1,73.57
ORD-feac5da9,2025-02-20,2025-02-22,CUST-9145,Jeremy Nash,Consumer,Philadelphia,Ohio,Central,PROD-67165,Technology,Accessories,Accessories - Case,837.38,3,0.2,107.19
ORD-3ed900b8,2024-08-21,2024-08-25,CUST-9370,Michael Figueroa,Corporate,Phoenix,Michigan,West,PROD-46150,Office Supplies,Art,Art - Draw,565.49,7,0.3,98.43
ORD-0c456de2,2023-09-17,2023-09-21,CUST-2213,Erica Edwards,Corporate,New York,Pennsylvania,South,PROD-18632,Office Supplies,Art,Art - Generation,605.93,5,0.2,57.32
ORD-027712d5,2023-07-20,2023-07-25,CUST-4077,Ricardo Brandt,Home Office,San Diego,California,West,PROD-91300,Furniture,Chairs,Chairs - Allow,461.79,7,0.2,65.92
ORD-7e8b6ec1,2024-08-24,2024-08-27,CUST-7733,Alexandria Johnson,Consumer,New York,Michigan,South,PROD-38004,Furniture,Furnishings,Furnishings - Actually,131.43,3,0.0,29.91
ORD-4f0f4743,2024-05-28,2024-06-03,CUST-3762,Abigail Daniels,Corporate,San Antonio,New York,South,PROD-62455,Furniture,Tables,Tables - Forward,669.19,1,0.0,146.4
ORD-69169c49,2023-07-09,2023-07-10,CUST-1778,Christine Chandler,Corporate,Philadelphia,Florida,West,PROD-52026,Furniture,Furnishings,Furnishings - Fall,176.44,4,0.3,30.41
ORD-fa7294bb,2024-04-06,2024-04-10,CUST-4420,Billy Spencer,Corporate,Los Angeles,Florida,East,PROD-26741,Office Supplies,Art,Art - Before,799.4,5,0.1,107.67
ORD-de943d50,2023-09-24,2023-09-28,CUST-1939,Aaron Brown,Corporate,Philadelphia,Texas,South,PROD-40458,Office Supplies,Binders,Binders - Manager,221.89,5,0.3,46.13
ORD-fd4bafdd,2024-01-17,2024-01-23,CUST-3019,Jonathan Smith,Corporate,San Antonio,Florida,East,PROD-16091,Furniture,Chairs,Chairs - Leg,76.47,2,0.3,16.0
ORD-842b5450,2024-07-14,2024-07-20,CUST-4229,Austin Vazquez,Corporate,Houston,Pennsylvania,South,PROD-17276,Furniture,Furnishings,Furnishings - Treat,56.73,2,0.3,4.01
ORD-f41db8df,2024-11-23,2024-11-29,CUST-3134,Brittany Davila,Home Office,San Antonio,Pennsylvania,Central,PROD-19939,Office Supplies,Labels,Labels - Successful,330.9,3,0.0,54.69
ORD-0c7ef572,2023-08-27,2023-08-31,CUST-5152,Megan Edwards,Corporate,Chicago,California,East,PROD-52441,Office Supplies,Art,Art - Network,588.32,4,0.2,100.94
ORD-b77339e3,2024-03-24,2024-03-28,CUST-5239,Justin Watts,Corporate,San Antonio,Pennsylvania,East,PROD-34576,Technology,Phones,Phones - Compare,414.57,6,0.0,36.6
ORD-83d84481,2025-03-13,2025-03-20,CUST-6490,Alejandro Stark,Corporate,San Diego,Florida,South,PROD-60877,Technology,Accessories,Accessories - Option,377.02,7,0.2,72.17
ORD-75387684,2023-09-09,2023-09-12,CUST-7906,Karl Hart,Home Office,New York,Ohio,South,PROD-31633,Office Supplies,Paper,Paper - Sit,664.07,9,0.2,30.93
ORD-f260c9b0,2023-04-30,2023-05-06,CUST-9596,Eric Anderson,Corporate,San Antonio,Illinois,Central,PROD-75788,Technology,Copiers,Copiers - Mean,876.19,9,0.2,91.25
ORD-d496275a,2023-11-15,2023-11-17,CUST-4968,Michelle Case,Home Office,Chicago,Florida,Central,PROD-35647,Furniture,Bookcases,Bookcases - Garden,537.93,6,0.1,66.01
ORD-59660bfc,2023-11-27,2023-12-04,CUST-6937,Matthew Riley,Consumer,San Antonio,Florida,South,PROD-25115,Office Supplies,Binders,Binders - Matter,367.09,4,0.1,69.99
ORD-aec5effd,2023-06-28,2023-07-05,CUST-2324,Dustin Weber,Consumer,Houston,Florida,West,PROD-51108,Technology,Phones,Phones - Investment,985.59,1,0.1,133.56
ORD-abaed491,2023-05-19,2023-05-23,CUST-6443,Ms. Sara Sullivan,Home Office,San Diego,Illinois,South,PROD-31625,Technology,Computers,Computers - Language,234.46,3,0.3,14.89
ORD-a2de3e51,2024-08-08,2024-08-15,CUST-7560,Wanda Turner,Consumer,New York,Florida,East,PROD-16453,Technology,Copiers,Copiers - Which,304.37,3,0.1,18.15
ORD-5767171a,2023-06-09,2023-06-13,CUST-1019,Jacqueline Anthony,Consumer,Philadelphia,Pennsylvania,Central,PROD-22029,Furniture,Bookcases,Bookcases - Full,782.24,7,0.3,122.62
ORD-9567eb6d,2024-08-01,2024-08-07,CUST-7075,Jodi Martinez,Corporate,Phoenix,Ohio,South,PROD-26358,Technology,Copiers,Copiers - Responsibility,72.9,5,0.2,8.8
ORD-1b686300,2024-07-08,2024-07-12,CUST-9207,John Tapia,Corporate,San Antonio,Pennsylvania,West,PROD-82820,Technology,Accessories,Accessories - Say,461.16,4,0.1,53.52
ORD-0ab9805f,2024-04-04,2024-04-08,CUST-6634,Angelica Rodriguez,Consumer,Los Angeles,Illinois,South,PROD-81879,Office Supplies,Storage,Storage - Already,301.96,2,0.3,19.63
ORD-f06d1f6b,2023-09-09,2023-09-14,CUST-7357,Charles Sanchez,Home Office,Chicago,Pennsylvania,Central,PROD-15887,Furniture,Bookcases,Bookcases - Street,589.88,3,0.1,98.07
ORD-aa901096,2025-03-14,2025-03-15,CUST-2413,Mrs. Crystal Warner,Consumer,Chicago,Illinois,East,PROD-20073,Furniture,Furnishings,Furnishings - Last,902.6,2,0.0,47.91
ORD-884136db,2024-04-03,2024-04-10,CUST-9306,Kyle Gutierrez,Consumer,Phoenix,Pennsylvania,South,PROD-56258,Office Supplies,Binders,Binders - Size,853.48,6,0.0,237.01
ORD-ee0ce941,2023-07-12,2023-07-13,CUST-8387,Brad Becker,Home Office,Chicago,Florida,South,PROD-49450,Technology,Machines,Machines - Nice,786.01,2,0.3,80.54
ORD-b1e2580d,2024-04-25,2024-04-28,CUST-5120,Jesse Hernandez,Home Office,Los Angeles,Ohio,Central,PROD-58317,Technology,Machines,Machines - Certain,323.29,3,0.3,23.16
ORD-2f7b6d4f,2024-01-13,2024-01-20,CUST-6888,Rachel Johnson,Consumer,New York,Ohio,Central,PROD-96790,Office Supplies,Storage,Storage - Test,497.3,1,0.0,44.41
ORD-859dfd20,2025-01-17,2025-01-24,CUST-2123,Bernard Martin,Consumer,Philadelphia,New York,Central,PROD-46442,Technology,Machines,Machines - Win,940.57,4,0.3,159.25
ORD-1dedc1aa,2024-06-27,2024-06-28,CUST-5640,Gerald Mahoney,Consumer,Los Angeles,Florida,West,PROD-30188,Technology,Machines,Machines - Data,152.28,6,0.1,32.49
ORD-c33cfde0,2023-09-10,2023-09-16,CUST-9708,Kristin Duncan DDS,Corporate,Philadelphia,New York,East,PROD-92819,Furniture,Chairs,Chairs - City,106.62,4,0.2,16.73
ORD-32718da6,2024-09-29,2024-10-06,CUST-1355,Mr. Randy Mata IV,Consumer,Philadelphia,Florida,East,PROD-50129,Furniture,Tables,Tables - Give,553.43,1,0.2,115.52
ORD-0178a39e,2024-01-01,2024-01-03,CUST-8621,Eric Brown,Corporate,San Diego,Michigan,South,PROD-30947,Technology,Machines,Machines - Appear,605.22,3,0.3,113.3
ORD-52575898,2024-10-11,2024-10-14,CUST-2898,Mark Gardner,Corporate,Los Angeles,California,East,PROD-87315,Furniture,Chairs,Chairs - Perform,354.9,6,0.0,74.09
ORD-9fef1d3b,2023-12-16,2023-12-20,CUST-5283,Alan Joseph,Home Office,San Diego,Pennsylvania,East,PROD-72172,Furniture,Furnishings,Furnishings - Box,232.4,2,0.2,37.55
ORD-3afbc71a,2023-08-02,2023-08-04,CUST-6194,Juan Stewart,Corporate,Phoenix,Pennsylvania,South,PROD-47302,Technology,Computers,Computers - Line,326.25,3,0.1,50.05
ORD-313d6165,2024-04-20,2024-04-21,CUST-5004,Zachary Martin,Corporate,San Antonio,Michigan,South,PROD-62515,Office Supplies,Storage,Storage - Low,457.19,10,0.1,86.39
ORD-105b90b4,2023-11-11,2023-11-18,CUST-9754,Sean Wright,Corporate,Los Angeles,Illinois,West,PROD-56751,Furniture,Furnishings,Furnishings - Item,980.95,10,0.2,138.69
ORD-0a34262f,2023-10-25,2023-10-28,CUST-3044,Timothy Daniel,Consumer,Chicago,Florida,East,PROD-94285,Office Supplies,Storage,Storage - There,762.52,3,0.0,157.95
ORD-32d1845a,2025-03-25,2025-03-28,CUST-8142,Andrew Hayden,Consumer,Chicago,Ohio,West,PROD-13304,Technology,Accessories,Accessories - Material,867.77,7,0.0,67.85
ORD-72050996,2024-07-16,2024-07-21,CUST-4302,Joshua Jacobs,Corporate,Los Angeles,Pennsylvania,Central,PROD-72342,Technology,Machines,Machines - Onto,57.1,3,0.1,12.08
ORD-2efbae19,2024-10-22,2024-10-26,CUST-4522,Sara Hensley,Corporate,Philadelphia,Pennsylvania,West,PROD-45995,Furniture,Tables,Tables - Model,428.77,10,0.2,96.47
ORD-6e75f9ba,2023-12-12,2023-12-14,CUST-2147,Sierra Hall,Home Office,New York,Michigan,South,PROD-40006,Furniture,Chairs,Chairs - Size,249.64,6,0.2,53.93
ORD-33c8af1e,2025-03-23,2025-03-30,CUST-8583,Elizabeth Richmond,Corporate,San Diego,Florida,East,PROD-85729,Furniture,Tables,Tables - Think,117.1,10,0.1,7.75
ORD-494b44ae,2024-08-08,2024-08-13,CUST-3177,Manuel Hoffman,Consumer,Los Angeles,Texas,South,PROD-51716,Technology,Machines,Machines - Protect,357.02,5,0.0,57.5
ORD-d9553818,2024-08-29,2024-08-30,CUST-7036,Sean Brooks,Home Office,San Diego,Texas,East,PROD-56084,Technology,Accessories,Accessories - Instead,392.47,8,0.1,97.73
ORD-c1e8852a,2024-03-27,2024-04-01,CUST-8882,Randall Finley,Corporate,Los Angeles,Florida,East,PROD-11354,Furniture,Chairs,Chairs - My,950.16,2,0.1,195.26
ORD-df8f221f,2024-07-03,2024-07-04,CUST-7688,Meghan Wilson,Home Office,Los Angeles,Florida,East,PROD-73015,Furniture,Furnishings,Furnishings - Enter,283.75,9,0.3,46.48
ORD-38c03127,2025-02-23,2025-02-25,CUST-4961,Jonathan Spencer,Home Office,Houston,Ohio,East,PROD-12423,Office Supplies,Art,Art - Green,585.16,7,0.2,134.72
ORD-e05aa232,2025-01-18,2025-01-25,CUST-8798,Beth Brooks,Corporate,New York,Pennsylvania,Central,PROD-54853,Technology,Machines,Machines - Apply,263.02,7,0.2,28.73
ORD-4fba034d,2025-02-10,2025-02-17,CUST-5951,Debbie Ferguson,Corporate,Houston,California,Central,PROD-21062,Furniture,Tables,Tables - Year,823.32,10,0.2,165.51
ORD-3cbc2dac,2024-04-25,2024-04-26,CUST-3973,Casey Oconnell,Home Office,New York,Florida,Central,PROD-81827,Furniture,Chairs,Chairs - Class,538.79,2,0.2,25.76
ORD-14a1ce06,2023-08-08,2023-08-14,CUST-4250,Arthur Brown,Home Office,Houston,Ohio,South,PROD-42927,Office Supplies,Paper,Paper - Simply,490.44,10,0.0,109.62
ORD-54db214b,2023-08-28,2023-09-01,CUST-8403,Chelsea Barnett,Corporate,Phoenix,Michigan,Central,PROD-17635,Furniture,Bookcases,Bookcases - Second,352.29,7,0.1,32.16
ORD-a3d21ef4,2025-03-16,2025-03-21,CUST-1543,Kurt Coffey,Home Office,Philadelphia,Pennsylvania,West,PROD-66258,Technology,Machines,Machines - Will,520.15,4,0.0,96.36
ORD-4741eebb,2023-08-04,2023-08-10,CUST-3743,Patrick Suarez,Home Office,Philadelphia,Pennsylvania,East,PROD-53979,Technology,Copiers,Copiers - News,314.34,3,0.2,40.35
ORD-a75f239a,2025-01-28,2025-02-01,CUST-8265,Scott Mccullough,Home Office,San Diego,Texas,East,PROD-76781,Technology,Copiers,Copiers - Or,878.28,5,0.0,169.38
ORD-2dae0c79,2025-01-13,2025-01-17,CUST-1716,Kayla Jimenez,Consumer,New York,Michigan,Central,PROD-23109,Office Supplies,Labels,Labels - So,809.65,8,0.1,217.74
ORD-07a4fd9a,2024-04-17,2024-04-23,CUST-2113,Sarah Fields,Consumer,New York,Texas,Central,PROD-82391,Technology,Machines,Machines - Attention,569.46,4,0.3,24.95
ORD-4dd89677,2024-08-04,2024-08-05,CUST-3935,Justin Foley,Home Office,Phoenix,Texas,Central,PROD-87138,Furniture,Bookcases,Bookcases - Analysis,525.42,9,0.0,70.63
ORD-6939521c,2025-01-01,2025-01-08,CUST-5804,Angela Walker,Home Office,Chicago,Michigan,Central,PROD-84691,Technology,Computers,Computers - Lot,785.36,4,0.3,92.5
ORD-917a5025,2024-02-15,2024-02-16,CUST-3359,Greg Dillon,Corporate,New York,Ohio,East,PROD-71307,Furniture,Furnishings,Furnishings - Above,911.57,10,0.0,189.86
ORD-28f24ca8,2025-03-09,2025-03-12,CUST-2422,Jose Carter,Corporate,Houston,Illinois,Central,PROD-65001,Office Supplies,Labels,Labels - Rate,937.44,10,0.1,249.98
ORD-58fde7e2,2024-08-19,2024-08-24,CUST-9030,Robert Rivera,Corporate,Houston,Florida,East,PROD-21056,Furniture,Tables,Tables - Film,282.0,9,0.0,27.4
ORD-871992cd,2023-08-08,2023-08-15,CUST-5382,Kimberly Durham,Consumer,Chicago,Florida,South,PROD-34872,Technology,Computers,Computers - Reason,897.43,2,0.2,198.33
ORD-be95d89e,2023-05-07,2023-05-11,CUST-2878,Rachael Schwartz,Home Office,Los Angeles,Pennsylvania,East,PROD-46641,Office Supplies,Art,Art - Police,106.19,6,0.3,4.08
ORD-325936d3,2023-07-18,2023-07-25,CUST-9689,Bethany Gomez,Corporate,Chicago,Michigan,West,PROD-96884,Furniture,Furnishings,Furnishings - Across,120.2,10,0.1,8.72
ORD-2e73620a,2023-11-01,2023-11-07,CUST-4489,Kristopher Fitzpatrick,Corporate,Chicago,Illinois,West,PROD-29954,Technology,Computers,Computers - Environmental,846.62,4,0.3,85.6
ORD-b4bbd2ca,2024-07-18,2024-07-19,CUST-3625,Pamela Burke,Consumer,San Antonio,Pennsylvania,East,PROD-44551,Technology,Computers,Computers - Usually,688.76,3,0.3,62.69
ORD-476173c4,2024-03-28,2024-03-30,CUST-7799,Wanda Nixon,Corporate,San Antonio,Florida,East,PROD-66409,Furniture,Chairs,Chairs - Already,796.32,1,0.1,186.59
ORD-fdcd5282,2025-02-02,2025-02-08,CUST-2016,Kenneth Jackson,Consumer,New York,New York,West,PROD-74272,Furniture,Tables,Tables - Method,265.31,9,0.0,51.93
ORD-6e57d755,2024-03-13,2024-03-20,CUST-9158,Matthew Morris,Home Office,Los Angeles,Texas,South,PROD-77280,Furniture,Tables,Tables - Southern,534.21,1,0.3,44.94
ORD-211fee1a,2024-12-09,2024-12-15,CUST-7761,Elizabeth Mccormick,Home Office,Chicago,Illinois,East,PROD-76078,Technology,Accessories,Accessories - Somebody,232.45,3,0.3,16.06
ORD-a8221416,2025-02-21,2025-02-28,CUST-4634,Sarah Wilson,Home Office,Houston,Illinois,Central,PROD-91328,Furniture,Chairs,Chairs - Strong,489.54,2,0.2,112.46
ORD-d15a3bdb,2023-12-14,2023-12-16,CUST-2795,Sandra Lam,Consumer,Phoenix,Michigan,East,PROD-33215,Technology,Machines,Machines - Team,357.6,3,0.3,48.45
ORD-a7090b2b,2023-05-23,2023-05-25,CUST-8984,Kenneth Yu,Corporate,Phoenix,New York,East,PROD-48482,Technology,Accessories,Accessories - Thousand,266.13,7,0.0,39.33
